report_id,report_version,amendment,year_month,city,crash_type,nhtsa_reportable,low_severity,police_reported,injury_reported,airbag_any,airbag_ego,serious_injury,incident_date,address,zip_code,year,month,month_name,day,day_of_week,day_of_week_num,is_weekend,quarter,year_month_dt,city_clean,severity_score,latitude,longitude
30270-9595,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,False,False,False,False,False,False,2024-12-18,Kearny Street near Hardie Place,94108,2024.0,12.0,December,18.0,Wednesday,2.0,False,4.0,2024-12,San Francisco,0,37.7934196080782,-122.40568177044918
30270-9594,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-12-21,S. Western Avenue at W. 8th Street,90005,2024.0,12.0,December,21.0,Saturday,5.0,True,4.0,2024-12,Los Angeles,0,34.05828743232901,-118.30719584510803
30270-9592,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-21,Mason Street near Sacramento Street,94108,2024.0,12.0,December,21.0,Saturday,5.0,True,4.0,2024-12,San Francisco,0,37.78707247049523,-122.40725039526076
30270-9591,1.0,Amendment 2 or prior,202412,PHOENIX,V2V F2R,True,False,False,False,False,False,False,2024-12-21,E. Glendale Avenue near N. 12th Street,85020,2024.0,12.0,December,21.0,Saturday,5.0,True,4.0,2024-12,Phoenix,0,33.56762866949467,-112.05072416487683
30270-9590,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-12-22,Alemany Boulevard at Ocean Avenue,94112,2024.0,12.0,December,22.0,Sunday,6.0,True,4.0,2024-12,San Francisco,0,37.72168203407691,-122.44631088231823
30270-9589,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-12-22,Beverly Boulevard at S. Bonnie Brae Street,90057,2024.0,12.0,December,22.0,Sunday,6.0,True,4.0,2024-12,Los Angeles,0,34.06689892715587,-118.27384281597485
30270-9588,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-12-22,Venice Boulevard at Hauser Boulvard,90019,2024.0,12.0,December,22.0,Sunday,6.0,True,4.0,2024-12,Los Angeles,0,34.04255805018798,-118.34253720048365
30270-9587,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-22,Bush Street at Sansome Street,94104,2024.0,12.0,December,22.0,Sunday,6.0,True,4.0,2024-12,San Francisco,0,37.794608353317805,-122.39836299534883
30270-9586,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Head-on,True,False,False,False,False,False,False,2024-12-23,Harriet Street near Howard Street,94103,2024.0,12.0,December,23.0,Monday,0.0,False,4.0,2024-12,San Francisco,0,37.77601160398544,-122.41124481577438
30270-9585,1.0,Amendment 2 or prior,202412,AUSTIN,V2V Backing,True,True,False,False,False,False,False,2024-12-17,parking lot near 6321 E Stassney Lane,78744,2024.0,12.0,December,17.0,Tuesday,1.0,False,4.0,2024-12,Austin,0,30.169097093723778,-97.72639733619266
30270-9584,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2024-12-17,Venezia Avenue near Zeno Place,90291,2024.0,12.0,December,17.0,Tuesday,1.0,False,4.0,2024-12,Los Angeles,0,33.99450916999701,-118.47376493385171
30270-9583,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,True,False,False,False,2024-12-17,Bush Street at Battery Street,94104,2024.0,12.0,December,17.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,2,37.78824491996798,-122.39776693396341
30270-9582,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-16,Jessie Street near Annie Street,94105,2024.0,12.0,December,16.0,Monday,0.0,False,4.0,2024-12,San Francisco,0,37.79300902166732,-122.39738835240915
30270-9580,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Backing,True,True,True,False,False,False,False,2024-12-16,Toland Street at Jerrold Avenue,94124,2024.0,12.0,December,16.0,Monday,0.0,False,4.0,2024-12,San Francisco,1,37.72925169960892,-122.38613761811658
30270-9579,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-15,Sutter Street at Grant Avenue,94108,2024.0,12.0,December,15.0,Sunday,6.0,True,4.0,2024-12,San Francisco,0,37.79211232927133,-122.40364785656327
30270-9575,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-14,Alabama Street at Cesar Chavez Street,94110,2024.0,12.0,December,14.0,Saturday,5.0,True,4.0,2024-12,San Francisco,0,37.75367250033443,-122.41824853578883
30270-9574,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V Lateral,False,False,False,False,False,False,False,2024-12-14,15th Street near Alta Avenue,90402,2024.0,12.0,December,14.0,Saturday,5.0,True,4.0,2024-12,Los Angeles,0,34.0361826967909,-118.50182944308509
30270-9573,1.0,Amendment 2 or prior,202412,AUSTIN,V2V Lateral,False,False,False,False,False,False,False,2024-12-14,E. 8th Street near Comal Street,78702,2024.0,12.0,December,14.0,Saturday,5.0,True,4.0,2024-12,Austin,0,30.263676746534593,-97.71643466424655
30270-9572,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-14,16th Street at Market Street,94114,2024.0,12.0,December,14.0,Saturday,5.0,True,4.0,2024-12,San Francisco,0,37.75499617020998,-122.43920320960785
30270-9571,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Lateral,False,False,False,False,False,False,False,2024-12-23,W. Alta Vista Road at 7th Avenue,85041,2024.0,12.0,December,23.0,Monday,0.0,False,4.0,2024-12,Phoenix,0,33.38966836769716,-112.1027259629541
30270-9570,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2024-12-24,Bay Street near Polk Street,94109,2024.0,12.0,December,24.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,0,37.79498814756361,-122.4266841633916
30270-9569,1.0,Amendment 2 or prior,202412,PHOENIX,All Others,True,True,False,False,False,False,False,2024-12-24,McDowell Road at N. 11th Avenue,85007,2024.0,12.0,December,24.0,Tuesday,1.0,False,4.0,2024-12,Phoenix,0,33.43617779466088,-112.09289318264656
30270-9568,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Backing,True,True,False,False,False,False,False,2024-12-12,Elizabeth Street near Sanchez Street,94114,2024.0,12.0,December,12.0,Thursday,3.0,False,4.0,2024-12,San Francisco,0,37.76170124016611,-122.43708510039347
30270-9567,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Backing,False,False,False,False,False,False,False,2024-12-13,E. Roosevelt Street near N. 33rd Street,85008,2024.0,12.0,December,13.0,Friday,4.0,False,4.0,2024-12,Phoenix,0,33.46869396123945,-112.00102184167713
30270-9566,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,Single Vehicle,True,True,False,False,False,False,False,2024-12-11,Bayshore Boulevard at Silver Avenue,94124,2024.0,12.0,December,11.0,Wednesday,2.0,False,4.0,2024-12,San Francisco,0,37.73635236662572,-122.39084966861334
30270-9564,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,True,False,False,False,False,2024-12-11,Montgomery Street at Pacific Avenue,94133,2024.0,12.0,December,11.0,Wednesday,2.0,False,4.0,2024-12,San Francisco,1,37.80333413805237,-122.41149996771831
30270-9563,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-12-27,Westwood Boulevard near Santa Monica Boulevard,90024,2024.0,12.0,December,27.0,Friday,4.0,False,4.0,2024-12,Los Angeles,0,34.06768268071078,-118.4288252559561
30270-9561,1.0,Amendment 2 or prior,202412,LOS_ANGELES,Single Vehicle,True,True,False,False,False,False,False,2024-12-11,Corbett Street at West Jefferson Boulevard,90016,2024.0,12.0,December,11.0,Wednesday,2.0,False,4.0,2024-12,Los Angeles,0,34.03132260932653,-118.35706660032423
30270-9560,1.0,Amendment 2 or prior,202412,LOS_ANGELES,Single Vehicle,True,True,False,False,False,False,False,2024-12-27,Melrose Avenue at La Cienega Boulevard,90069,2024.0,12.0,December,27.0,Friday,4.0,False,4.0,2024-12,Los Angeles,0,34.086613935037846,-118.38270547712112
30270-9559,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Lateral,True,False,False,False,False,False,False,2024-12-09,East Lincoln Drive at North Scottsdale Road,85250,2024.0,12.0,December,9.0,Monday,0.0,False,4.0,2024-12,Phoenix,0,33.53078158348537,-111.90863859325185
30270-9557,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2024-12-27,Camerford Avenue near N. Gower Street,90038,2024.0,12.0,December,27.0,Friday,4.0,False,4.0,2024-12,Los Angeles,0,34.089054842362195,-118.33210772193344
30270-9556,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-12-07,South Catalina Street at San Marino Street,90006,2024.0,12.0,December,7.0,Saturday,5.0,True,4.0,2024-12,Los Angeles,0,34.04186496191626,-118.29108935776095
30270-9555,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Backing,False,False,False,False,False,False,False,2024-12-07,North Village Drive at East Camelback Road,85018,2024.0,12.0,December,7.0,Saturday,5.0,True,4.0,2024-12,Phoenix,0,33.50942645822004,-111.99117124142553
30270-9554,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Backing,False,False,False,False,False,False,False,2024-12-29,W. 10th Avenue at S. Robson,85210,2024.0,12.0,December,29.0,Sunday,6.0,True,4.0,2024-12,Phoenix,0,33.381377164221476,-111.84557562815823
30270-9553,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-12-31,Franklin Street and California Street,94109,2024.0,12.0,December,31.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,0,37.79127174206781,-122.41945956158533
30270-9546,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-07,Stevenson Street at 3rd Street,94105,2024.0,12.0,December,7.0,Saturday,5.0,True,4.0,2024-12,San Francisco,0,37.78635172974207,-122.3913396013502
30270-9545,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Head-on,True,False,False,False,False,False,False,2024-12-06,Mariposa Street at Interstate 280 onramp,94107,2024.0,12.0,December,6.0,Friday,4.0,False,4.0,2024-12,San Francisco,0,37.76301991424002,-122.3946766742252
30270-9544,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Intersection,True,False,False,False,False,False,False,2024-12-06,N. 26th Street near E. Camelback Road,85016,2024.0,12.0,December,6.0,Friday,4.0,False,4.0,2024-12,Phoenix,0,33.51541193877413,-112.03339211433979
30270-9541,1.0,Amendment 2 or prior,202412,PHOENIX,V2V Lateral,True,True,True,True,False,False,False,2024-12-03,East Camelback Road near North 16th Street,85014,2024.0,12.0,December,3.0,Tuesday,1.0,False,4.0,2024-12,Phoenix,3,33.50267680337792,-112.05124441745042
30270-9540,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Backing,True,True,False,False,False,False,False,2024-12-02,Clayton Street near Carl Street,94117,2024.0,12.0,December,2.0,Monday,0.0,False,4.0,2024-12,San Francisco,0,37.7675114446348,-122.44229447556259
30270-9539,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,Single Vehicle,True,True,False,False,False,False,False,2024-12-01,Kearny Street at California Street,94108,2024.0,12.0,December,1.0,Sunday,6.0,True,4.0,2024-12,San Francisco,0,37.79014006968428,-122.40833806718103
30270-9534,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-12-30,Leavenworth Street at Turk Street,94102,2024.0,12.0,December,30.0,Monday,0.0,False,4.0,2024-12,San Francisco,0,37.78285820512235,-122.41311536601538
30270-9517,1.0,Amendment 2 or prior,202412,LOS_ANGELES,Single Vehicle,True,True,False,False,False,False,False,2024-12-27,Sepulveda Boulevard near Berryman Avenue.,90230,2024.0,12.0,December,27.0,Friday,4.0,False,4.0,2024-12,Los Angeles,0,34.002299537547835,-118.39743954758836
30270-9508,1.0,Amendment 2 or prior,202412,PHOENIX,V2V F2R,True,False,False,False,True,False,False,2024-12-27,E Shea Boulevard near N 54th Street,85254,2024.0,12.0,December,27.0,Friday,4.0,False,4.0,2024-12,Phoenix,2,33.609881753643904,-111.91959145886071
30270-9507,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,True,False,False,False,False,2024-12-26,Polk Street near Hayes Street,94109,2024.0,12.0,December,26.0,Thursday,3.0,False,4.0,2024-12,San Francisco,1,37.794684504013475,-122.41890663381719
30270-9486,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-12-20,S. Van Ness Avenue near 19th Street,94110,2024.0,12.0,December,20.0,Friday,4.0,False,4.0,2024-12,San Francisco,0,37.7448326668367,-122.41556279584103
30270-9459,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,Pedestrian,True,False,True,True,False,False,False,2024-12-18,Fair Avenue at Mission Street,94110,2024.0,12.0,December,18.0,Wednesday,2.0,False,4.0,2024-12,San Francisco,3,37.74716553804311,-122.41630617916779
30270-9391,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-12-14,O'Farrell Street between Larkin Street and Hyde Street,94109,2024.0,12.0,December,14.0,Saturday,5.0,True,4.0,2024-12,San Francisco,0,37.79121978038064,-122.42430144134835
30270-9389,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,All Others,True,True,False,False,False,False,False,2024-12-10,New Montgomery Street at Jessie Street,94105,2024.0,12.0,December,10.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,0,37.78500189842646,-122.39254396974545
30270-9388,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-12-10,Geary Boulevard at Gough Street,94109,2024.0,12.0,December,10.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,0,37.795614473648776,-122.41712446981114
30270-9334,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Intersection,True,False,False,False,False,False,False,2024-12-11,Clay Street at Wetmore Street,94108,2024.0,12.0,December,11.0,Wednesday,2.0,False,4.0,2024-12,San Francisco,0,37.794741320571624,-122.41213659931327
30270-9333,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,True,True,True,False,False,False,False,2024-12-07,Mason Street at Eddy Street,94102,2024.0,12.0,December,7.0,Saturday,5.0,True,4.0,2024-12,San Francisco,1,37.78383734985509,-122.41207777005661
30270-9330,1.0,Amendment 2 or prior,202412,LOS_ANGELES,V2V Head-on,True,False,True,False,False,False,False,2024-12-07,South Sepulveda Boulevard at Ohio Avenue,90025,2024.0,12.0,December,7.0,Saturday,5.0,True,4.0,2024-12,Los Angeles,1,34.04228386671236,-118.45066777202815
30270-9329,1.0,Amendment 2 or prior,202412,PHOENIX,V2V F2R,True,False,True,False,False,False,False,2024-12-07,East Roosevelt Street at North 16th Street,85006,2024.0,12.0,December,7.0,Saturday,5.0,True,4.0,2024-12,Phoenix,1,33.46372184846408,-112.0376321267086
30270-9326,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-12-10,Broadway and Stockton Street,94133,2024.0,12.0,December,10.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,0,37.79769602958925,-122.41038689374662
30270-9312,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,Motorcycle,True,False,False,False,False,False,False,2024-12-03,Van Ness Avenue at Turk Street,94102,2024.0,12.0,December,3.0,Tuesday,1.0,False,4.0,2024-12,San Francisco,0,37.77757751814529,-122.41357460221737
30270-9295,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,Cyclist,True,False,False,False,False,False,False,2024-12-06,6th Street at Natoma Street,94103,2024.0,12.0,December,6.0,Friday,4.0,False,4.0,2024-12,San Francisco,0,37.770435379748825,-122.40580189443011
30270-9287,2.0,Amendment 2 or prior,202412,LOS_ANGELES,Single Vehicle,True,True,False,True,False,False,False,2024-12-02,Clayton Street near Carl Street,94117,2024.0,12.0,December,2.0,Monday,0.0,False,4.0,2024-12,Los Angeles,2,37.76925190947808,-122.44040565380652
30270-9286,2.0,Amendment 2 or prior,202412,PHOENIX,V2V F2R,True,False,False,False,False,False,False,2024-12-05,North Stanley Place at West Joshua Boulevard,85226,2024.0,12.0,December,5.0,Thursday,3.0,False,4.0,2024-12,Phoenix,0,33.30832180402537,-111.93486240145349
30270-9285,2.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Backing,True,True,False,False,False,False,False,2024-12-05,Rhode Island Street near 24th Street,94107,2024.0,12.0,December,5.0,Thursday,3.0,False,4.0,2024-12,San Francisco,0,37.76987958487546,-122.39345963359365
30270-10004,1.0,Amendment 2 or prior,202412,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2024-12-30,Oak Street at Laguna Street,94102,2024.0,12.0,December,30.0,Monday,0.0,False,4.0,2024-12,San Francisco,0,37.78280982477259,-122.41298320263996
30270-9684,1.0,Amendment 2 or prior,202411,PHOENIX,All Others,True,True,False,False,False,False,False,2024-11-17,E Indian Plaza at N Civic Center Plaza,85251,2024.0,11.0,November,17.0,Sunday,6.0,True,4.0,2024-11,Phoenix,0,33.488988139543345,-111.92178573091249
30270-9442,1.0,Amendment 2 or prior,202411,PHOENIX,Single Vehicle,True,True,False,False,False,False,False,2024-11-16,North McClintock Drive at West Tyson Street,85226,2024.0,11.0,November,16.0,Saturday,5.0,True,4.0,2024-11,Phoenix,0,33.310609339262484,-111.93217559128215
30270-9437,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,All Others,True,True,False,False,False,False,False,2024-11-29,Green Street near Jasper Place,94133,2024.0,11.0,November,29.0,Friday,4.0,False,4.0,2024-11,San Francisco,0,37.79846289630373,-122.40872915800595
30270-9436,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V Lateral,True,True,False,False,False,False,False,2024-11-29,S. Santa Monica Boulevard at Rodeo Drive,90210,2024.0,11.0,November,29.0,Friday,4.0,False,4.0,2024-11,Los Angeles,0,34.09159999496562,-118.40304902249267
30270-9435,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V Backing,False,False,False,False,False,False,False,2024-11-29,S. Hayworth Avenue near Pickford Street,90035,2024.0,11.0,November,29.0,Friday,4.0,False,4.0,2024-11,Los Angeles,0,34.048647481841705,-118.37908737274901
30270-9434,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V Lateral,True,True,False,False,False,False,False,2024-11-26,shopping center located near 3816 Sepulveda Boulevard,90230,2024.0,11.0,November,26.0,Tuesday,1.0,False,4.0,2024-11,Los Angeles,0,33.99487526653454,-118.38860047069642
30270-9433,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-11-25,S. Van Ness Avenue at Mission Street,94103,2024.0,11.0,November,25.0,Monday,0.0,False,4.0,2024-11,San Francisco,0,37.7690567681668,-122.40653125089209
30270-9431,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V Lateral,True,False,False,False,False,False,False,2024-11-25,W. Washington Boulevard near S. Burlington Avenue,90015,2024.0,11.0,November,25.0,Monday,0.0,False,4.0,2024-11,Los Angeles,0,34.03682386315782,-118.27229525716479
30270-9430,1.0,Amendment 2 or prior,202411,PHOENIX,V2V F2R,True,False,False,False,False,False,False,2024-11-24,E. Fillmore Street at N. 3rd Street,85004,2024.0,11.0,November,24.0,Sunday,6.0,True,4.0,2024-11,Phoenix,0,33.44534976832503,-112.0720403276724
30270-9429,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2024-11-24,Phelps Street near Galvez Avenue,94124,2024.0,11.0,November,24.0,Sunday,6.0,True,4.0,2024-11,San Francisco,0,37.73143195997852,-122.38481045803805
30270-9427,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-11-08,Obama Boulevard near Sycamore Avenue,90016,2024.0,11.0,November,8.0,Friday,4.0,False,4.0,2024-11,Los Angeles,0,34.02373565408728,-118.35103934520586
30270-9426,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Intersection,True,False,False,False,False,False,False,2024-11-07,Front Street at Pine Street,94111,2024.0,11.0,November,7.0,Thursday,3.0,False,4.0,2024-11,San Francisco,0,37.803583047741995,-122.40387037106272
30270-9420,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,All Others,True,True,False,False,False,False,False,2024-11-03,1975 4th Street,94158,2024.0,11.0,November,3.0,Sunday,6.0,True,4.0,2024-11,San Francisco,0,37.772115551362745,-122.39268230318207
30270-9419,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Intersection,True,False,False,False,False,False,False,2024-11-03,Cesar Chavez Street at Guerrero Street,94110,2024.0,11.0,November,3.0,Sunday,6.0,True,4.0,2024-11,San Francisco,0,37.74839543560042,-122.41035923208536
30270-9418,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-11-02,15th Street at Market Street,94114,2024.0,11.0,November,2.0,Saturday,5.0,True,4.0,2024-11,San Francisco,0,37.75727161467515,-122.43224640091255
30270-9417,1.0,Amendment 2 or prior,202411,PHOENIX,V2V Head-on,True,True,False,False,False,False,False,2024-11-02,E. McKinley Street near Hayden Road,85257,2024.0,11.0,November,2.0,Saturday,5.0,True,4.0,2024-11,Phoenix,0,33.47265589094128,-111.90057844914112
30270-9414,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V F2R,False,False,False,False,False,False,False,2024-11-30,Colin P Kelly Jr Street near Townsend Street,94107,2024.0,11.0,November,30.0,Saturday,5.0,True,4.0,2024-11,San Francisco,0,37.76388824411208,-122.39417832190372
30270-9413,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-11-14,2nd Street at Brannan Street,94107,2024.0,11.0,November,14.0,Thursday,3.0,False,4.0,2024-11,San Francisco,0,37.765927097780555,-122.39540580958307
30270-9412,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2024-11-01,9th Street at Mission Street,94103,2024.0,11.0,November,1.0,Friday,4.0,False,4.0,2024-11,San Francisco,0,37.77100168882544,-122.41294168210234
30270-9411,1.0,Amendment 2 or prior,202411,PHOENIX,V2V F2R,True,False,True,True,False,False,False,2024-11-21,Rural Road at East Baseline Road,85283,2024.0,11.0,November,21.0,Thursday,3.0,False,4.0,2024-11,Phoenix,3,33.369678154483395,-111.96026995243251
30270-9410,1.0,Amendment 2 or prior,202411,PHOENIX,Single Vehicle,True,True,False,False,False,False,False,2024-11-16,North Alma School Road at West El Monte Place,85224,2024.0,11.0,November,16.0,Saturday,5.0,True,4.0,2024-11,Phoenix,0,33.304832687323525,-111.87052796476829
30270-9409,1.0,Amendment 2 or prior,202411,PHOENIX,V2V Head-on,True,False,False,False,False,False,False,2024-11-16,N Civic Center Plaza at E Indian Plaza,85251,2024.0,11.0,November,16.0,Saturday,5.0,True,4.0,2024-11,Phoenix,0,33.4900510295693,-111.92889113508328
30270-9408,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V F2R,True,True,True,False,False,False,False,2024-11-01,Pine Street at Pierce Street,94115,2024.0,11.0,November,1.0,Friday,4.0,False,4.0,2024-11,San Francisco,1,37.78819721049124,-122.43588119708271
30270-9407,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Lateral,True,True,False,False,True,False,False,2024-11-01,Pine Street at Front Street,94111,2024.0,11.0,November,1.0,Friday,4.0,False,4.0,2024-11,San Francisco,2,37.80208870544205,-122.39718590020513
30270-9406,1.0,Amendment 2 or prior,202411,LOS_ANGELES,All Others,True,True,False,False,False,False,False,2024-11-10,South Spruce Avenue at South Inglewood Avenue,90301,2024.0,11.0,November,10.0,Sunday,6.0,True,4.0,2024-11,Los Angeles,0,33.94980168164072,-118.35689283655991
30270-9405,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2024-11-17,Holloway Drive at Hacienda Place,90069,2024.0,11.0,November,17.0,Sunday,6.0,True,4.0,2024-11,Los Angeles,0,34.09462991648994,-118.378697929571
30270-9404,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V F2R,True,False,True,False,False,False,False,2024-11-18,Wilshire Boulevard at Bonsall Avenue.,90049,2024.0,11.0,November,18.0,Monday,0.0,False,4.0,2024-11,Los Angeles,1,34.07116973885164,-118.47535372420053
30270-9403,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Head-on,True,True,True,False,False,False,False,2024-11-18,Cesar Chavez Street at Diamond Street,94131,2024.0,11.0,November,18.0,Monday,0.0,False,4.0,2024-11,San Francisco,1,37.738876440581066,-122.43751136229055
30270-9402,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Lateral,True,False,False,False,False,False,False,2024-11-18,Battery Street at Bush Street,94111,2024.0,11.0,November,18.0,Monday,0.0,False,4.0,2024-11,San Francisco,0,37.79656425883365,-122.39957722955513
30270-9401,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2024-11-21,Townsend Street at 7th Street,94103,2024.0,11.0,November,21.0,Thursday,3.0,False,4.0,2024-11,San Francisco,0,37.7768370443698,-122.40849870937394
30270-9400,1.0,Amendment 2 or prior,202411,PHOENIX,V2V Lateral,True,True,True,False,False,False,False,2024-11-21,East Camelback Road at North 24th Street,85016,2024.0,11.0,November,21.0,Thursday,3.0,False,4.0,2024-11,Phoenix,1,33.50938758332558,-112.02436045496451
30270-9376,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2024-11-27,Divisadero Street at Oak Street,94117,2024.0,11.0,November,27.0,Wednesday,2.0,False,4.0,2024-11,San Francisco,0,37.76641927147105,-122.44708731932158
30270-9374,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Backing,True,False,False,False,False,False,False,2024-11-30,Kearny Street at Broadway,94133,2024.0,11.0,November,30.0,Saturday,5.0,True,4.0,2024-11,San Francisco,0,37.79668834597557,-122.41503435452196
30270-9373,1.0,Amendment 2 or prior,202411,SAN_FRANCISCO,V2V Head-on,True,False,False,False,False,False,False,2024-11-14,Douglass Street at 24th Street,94114,2024.0,11.0,November,14.0,Thursday,3.0,False,4.0,2024-11,San Francisco,0,37.75920711239486,-122.43244893760163
30270-9372,1.0,Amendment 2 or prior,202411,PHOENIX,Single Vehicle,True,True,False,False,False,False,False,2024-11-14,Washington Street at South 44th Street,85008,2024.0,11.0,November,14.0,Thursday,3.0,False,4.0,2024-11,Phoenix,0,33.47364682981091,-111.9944711498679
30270-9371,1.0,Amendment 2 or prior,202411,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2024-11-14,West Olympic Boulevard at Normandie Avenue,90006,2024.0,11.0,November,14.0,Thursday,3.0,False,4.0,2024-11,Los Angeles,0,34.04720192128559,-118.29351749488076
